instance;g;num_cities;city;prize;penalty;avg_distance;pa
crane316_15;2;316;272;91;91;605823.500000;0.013669
crane316_15;2;316;273;60;60;647588.750000;0.005559
crane316_15;2;316;274;97;97;585183.375000;0.016079
crane316_15;2;316;275;43;43;652706.250000;0.002833
crane316_15;2;316;276;20;20;497867.500000;0.000803
crane316_15;2;316;277;49;49;527486.812500;0.004552
crane316_15;2;316;278;14;14;492905.156250;0.000398
crane316_15;2;316;279;65;65;517550.625000;0.008163
crane316_15;2;316;280;84;84;455223.250000;0.015500
crane316_15;2;316;281;77;77;494380.875000;0.011993
crane316_15;2;316;282;94;94;460964.312500;0.019169
crane316_15;2;316;283;24;24;671697.875000;0.000858
crane316_15;2;316;284;66;66;526730.812500;0.008270
crane316_15;2;316;285;7;7;406078.531250;0.000121
crane316_15;2;316;286;87;87;439490.937500;0.017222
crane316_15;2;316;287;56;56;546626.187500;0.005737
crane316_15;2;316;288;5;5;413339.812500;0.000060
crane316_15;2;316;289;33;33;549160.500000;0.001983
crane316_15;2;316;290;69;69;560693.062500;0.008491
crane316_15;2;316;291;55;55;592994.437500;0.005101
crane316_15;2;316;292;71;71;561957.750000;0.008970
crane316_15;2;316;293;59;59;670885.250000;0.005189
crane316_15;2;316;294;94;94;569498.750000;0.015515
crane316_15;2;316;295;92;92;593734.312500;0.014256
crane316_15;2;316;296;34;34;666260.937500;0.001735
crane316_15;2;316;297;72;72;563350.250000;0.009202
crane316_15;2;316;298;95;95;512058.937500;0.017625
crane316_15;2;316;299;26;26;627437.187500;0.001077
crane316_15;2;316;300;70;70;752456.562500;0.006512
crane316_15;2;316;301;21;21;434403.093750;0.001015
crane316_15;2;316;302;53;53;533367.250000;0.005267
crane316_15;2;316;303;24;24;699479.875000;0.000823
crane316_15;2;316;304;80;80;655588.312500;0.009762
crane316_15;2;316;305;14;14;412556.406250;0.000475
crane316_15;2;316;306;66;66;650652.062500;0.006695
crane316_15;2;316;307;63;63;494958.906250;0.008019
crane316_15;2;316;308;62;62;587918.500000;0.006538
crane316_15;2;316;309;43;43;404466.000000;0.004571
crane316_15;2;316;310;28;28;418600.875000;0.001873
crane316_15;2;316;311;46;46;562027.000000;0.003765
crane316_15;2;316;312;84;84;628944.250000;0.011219
crane316_15;2;316;313;85;85;442710.625000;0.016320
crane316_15;2;316;314;34;34;652776.187500;0.001771
crane316_15;2;316;315;50;50;659553.000000;0.003790
crane316_15;5;316;0;0;99999999;625860.625000;0.000000
crane316_15;5;316;1;45;45;539532.875000;0.003753
crane316_15;5;316;2;67;67;420224.062500;0.010682
crane316_15;5;316;3;1;1;522267.062500;0.000002
crane316_15;5;316;4;11;11;454693.625000;0.000266
crane316_15;5;316;5;98;98;567989.312500;0.016909
crane316_15;5;316;6;97;97;529911.625000;0.017756
crane316_15;5;316;7;63;63;410333.500000;0.009673
crane316_15;5;316;8;43;43;459594.750000;0.004023
crane316_15;5;316;9;83;83;454726.937500;0.015150
crane316_15;5;316;10;70;70;432624.281250;0.011326
crane316_15;5;316;11;6;6;536170.750000;0.000067
crane316_15;5;316;12;12;12;407711.562500;0.000353
crane316_15;5;316;13;38;38;594910.000000;0.002427
crane316_15;5;316;14;16;16;539955.937500;0.000474
crane316_15;5;316;15;51;51;523246.781250;0.004971
crane316_15;5;316;16;25;25;658841.875000;0.000949
crane316_15;5;316;17;16;16;740106.875000;0.000346
crane316_15;5;316;18;67;67;587112.062500;0.007646
crane316_15;5;316;19;92;92;478868.437500;0.017675
crane316_15;5;316;20;24;24;433563.437500;0.001329
crane316_15;5;316;21;50;50;425178.375000;0.005880
crane316_15;5;316;22;5;5;457803.000000;0.000055
crane316_15;5;316;23;80;80;460325.906250;0.013903
crane316_15;5;316;24;95;95;548445.500000;0.016456
crane316_15;5;316;25;91;91;560279.875000;0.014780
crane316_15;5;316;26;47;47;530326.125000;0.004165
crane316_15;5;316;27;87;87;429551.437500;0.017621
crane316_15;5;316;28;99;99;638256.062500;0.015356
crane316_15;5;316;29;89;89;598100.000000;0.013244
crane316_15;5;316;30;30;30;691082.250000;0.001302
crane316_15;5;316;31;62;62;475818.937500;0.008079
crane316_15;5;316;32;97;97;442190.625000;0.021278
crane316_15;5;316;33;60;60;479596.468750;0.007506
crane316_15;5;316;34;62;62;532639.187500;0.007217
crane316_15;5;316;35;8;8;404681.312500;0.000158
crane316_15;5;316;36;21;21;545485.437500;0.000808
crane316_15;5;316;37;58;58;603182.750000;0.005577
crane316_15;5;316;38;70;70;560583.625000;0.008741
crane316_15;5;316;39;64;64;436668.031250;0.009380
crane316_15;5;316;40;4;4;673205.687500;0.000024
crane316_15;5;316;41;40;40;582519.562500;0.002747
crane316_15;5;316;42;69;69;560612.687500;0.008492
crane316_15;5;316;43;79;79;594279.625000;0.010502
crane316_15;5;316;44;77;77;416210.562500;0.014245
crane316_15;5;316;45;48;48;552550.312500;0.004170
crane316_15;5;316;46;30;30;555880.187500;0.001619
crane316_15;5;316;47;66;66;592370.875000;0.007354
crane316_15;5;316;48;63;63;583311.000000;0.006804
crane316_15;5;316;49;60;60;409799.812500;0.008785
crane316_15;5;316;50;21;21;629200.625000;0.000701
crane316_15;5;316;51;86;86;597641.875000;0.012375
crane316_15;5;316;52;10;10;598304.625000;0.000167
crane316_15;5;316;53;89;89;685531.500000;0.011555
crane316_15;5;316;54;30;30;640533.625000;0.001405
crane316_15;5;316;55;4;4;635780.750000;0.000025
crane316_15;5;316;56;79;79;676799.875000;0.009221
crane316_15;5;316;57;76;76;542512.375000;0.010647
crane316_15;5;316;58;91;91;570964.312500;0.014504
crane316_15;5;316;59;42;42;516833.781250;0.003413
crane316_15;5;316;60;28;28;641926.375000;0.001221
crane316_15;5;316;61;84;84;528844.750000;0.013342
crane316_15;5;316;62;67;67;507554.312500;0.008844
crane316_15;5;316;63;24;24;518837.656250;0.001110
crane316_15;5;316;64;7;7;638401.500000;0.000077
crane316_15;5;316;65;28;28;542796.125000;0.001444
crane316_15;5;316;66;31;31;432992.812500;0.002219
crane316_15;5;316;67;28;28;629375.625000;0.001246
crane316_15;5;316;68;50;50;516646.156250;0.004839
crane316_15;5;316;69;64;64;542289.625000;0.007553
crane316_15;5;316;70;55;55;614438.687500;0.004923
crane316_15;5;316;71;53;53;591383.125000;0.004750
crane316_15;5;316;72;67;67;707315.562500;0.006347
crane316_15;5;316;73;24;24;593757.750000;0.000970
crane316_15;5;316;74;95;95;434541.437500;0.020769
crane316_15;5;316;75;7;7;532456.750000;0.000092
crane316_15;5;316;76;34;34;575759.687500;0.002008
crane316_15;5;316;77;25;25;429441.125000;0.001455
crane316_15;5;316;78;36;36;407718.968750;0.003179
crane316_15;5;316;79;97;97;556256.375000;0.016915
crane316_15;5;316;80;84;84;435826.906250;0.016190
crane316_15;5;316;81;56;56;491691.625000;0.006378
crane316_15;5;316;82;47;47;549123.375000;0.004023
crane316_15;5;316;83;57;57;607274.125000;0.005350
crane316_15;5;316;84;44;44;438829.718750;0.004412
crane316_15;5;316;85;76;76;591667.875000;0.009762
crane316_15;5;316;86;61;61;548115.687500;0.006789
crane316_15;5;316;87;86;86;556666.312500;0.013286
crane316_15;5;316;88;15;15;411693.156250;0.000547
crane316_15;5;316;89;15;15;492963.062500;0.000456
crane316_15;5;316;90;27;27;515645.250000;0.001414
crane316_15;5;316;91;42;42;495778.312500;0.003558
crane316_15;5;316;92;62;62;585282.750000;0.006568
crane316_15;5;316;93;93;93;480280.187500;0.018008
crane316_15;5;316;94;30;30;439285.250000;0.002049
crane316_15;5;316;95;33;33;516657.125000;0.002108
crane316_15;5;316;96;85;85;534906.125000;0.013507
crane316_15;5;316;97;24;24;565729.875000;0.001018
crane316_15;5;316;98;60;60;613381.875000;0.005869
crane316_15;5;316;99;97;97;643542.500000;0.014621
crane316_15;5;316;100;87;87;615336.062500;0.012301
crane316_15;5;316;101;79;79;536234.812500;0.011639
crane316_15;5;316;102;13;13;443444.187500;0.000381
crane316_15;5;316;103;53;53;423540.437500;0.006632
crane316_15;5;316;104;65;65;530787.687500;0.007960
crane316_15;5;316;105;8;8;517320.187500;0.000124
crane316_15;5;316;106;23;23;657236.312500;0.000805
crane316_15;5;316;107;99;99;434397.906250;0.022562
crane316_15;5;316;108;33;33;539046.250000;0.002020
crane316_15;5;316;109;58;58;551998.500000;0.006094
crane316_15;5;316;110;96;96;661067.062500;0.013941
crane316_15;5;316;111;80;80;544284.250000;0.011759
crane316_15;5;316;112;14;14;576048.250000;0.000340
crane316_15;5;316;113;42;42;454000.750000;0.003885
crane316_15;5;316;114;36;36;442018.937500;0.002932
crane316_15;5;316;115;20;20;521891.031250;0.000766
crane316_15;5;316;116;80;80;449088.500000;0.014251
crane316_15;5;316;117;60;60;594174.000000;0.006059
crane316_15;5;316;118;6;6;551588.500000;0.000065
crane316_15;5;316;119;95;95;705520.562500;0.012792
crane316_15;5;316;120;38;38;501066.187500;0.002882
crane316_15;5;316;121;97;97;497506.250000;0.018912
crane316_15;5;316;122;100;100;511355.187500;0.019556
crane316_15;5;316;123;63;63;632743.250000;0.006273
crane316_15;5;316;124;53;53;480676.125000;0.005844
crane316_15;5;316;125;93;93;597460.875000;0.014476
crane316_15;5;316;126;95;95;587391.812500;0.015365
crane316_15;5;316;127;1;1;531376.750000;0.000002
crane316_15;5;316;128;16;16;483510.187500;0.000529
crane316_15;5;316;129;18;18;537304.500000;0.000603
crane316_15;5;316;130;97;97;621484.812500;0.015140
crane316_15;5;316;131;3;3;522929.500000;0.000017
crane316_15;5;316;132;96;96;582487.062500;0.015822
crane316_15;5;316;133;10;10;550555.937500;0.000182
crane316_15;5;316;134;19;19;654065.437500;0.000552
crane316_15;5;316;135;61;61;563139.250000;0.006608
crane316_15;5;316;136;18;18;429356.500000;0.000755
crane316_15;5;316;137;6;6;565369.812500;0.000064
crane316_15;5;316;138;60;60;550691.687500;0.006537
crane316_15;5;316;139;14;14;432861.156250;0.000453
crane316_15;5;316;140;64;64;507491.000000;0.008071
crane316_15;5;316;141;18;18;612793.375000;0.000529
crane316_15;5;316;142;93;93;576093.000000;0.015013
crane316_15;5;316;143;40;40;575579.250000;0.002780
crane316_15;5;316;144;23;23;586038.500000;0.000903
crane316_15;5;316;145;92;92;581321.937500;0.014560
crane316_15;5;316;146;60;60;421434.125000;0.008542
crane316_15;5;316;147;3;3;656600.250000;0.000014
crane316_15;5;316;148;52;52;538375.312500;0.005023
crane316_15;5;316;149;29;29;636741.687500;0.001321
crane316_15;5;316;150;60;60;492555.937500;0.007309
crane316_15;5;316;151;52;52;447164.750000;0.006047
crane316_15;5;316;152;89;89;622229.500000;0.012730
crane316_15;5;316;153;23;23;650957.875000;0.000813
crane316_15;5;316;154;15;15;458985.125000;0.000490
crane316_15;5;316;155;41;41;444929.750000;0.003778
crane316_15;5;316;156;16;16;433547.812500;0.000590
crane316_15;5;316;157;10;10;673483.625000;0.000148
crane316_15;5;316;158;41;41;424032.062500;0.003964
crane316_15;5;316;159;31;31;498300.937500;0.001929
crane316_15;5;316;160;91;91;561266.000000;0.014754
crane316_15;5;316;161;2;2;687667.125000;0.000006
crane316_15;5;316;162;97;97;692733.000000;0.013582
crane316_15;5;316;163;87;87;579256.375000;0.013067
crane316_15;5;316;164;11;11;443809.062500;0.000273
crane316_15;5;316;165;79;79;457006.625000;0.013656
crane316_15;5;316;166;11;11;644481.250000;0.000188
crane316_15;5;316;167;93;93;535678.500000;0.016146
crane316_15;5;316;168;85;85;452930.937500;0.015952
crane316_15;5;316;169;34;34;546928.875000;0.002114
crane316_15;5;316;170;6;6;576467.000000;0.000062
crane316_15;5;316;171;11;11;597037.625000;0.000203
crane316_15;5;316;172;51;51;609843.062500;0.004265
crane316_15;5;316;173;62;62;631598.250000;0.006086
crane316_15;5;316;174;51;51;640457.375000;0.004061
crane316_15;5;316;175;74;74;626793.500000;0.008737
crane316_15;5;316;176;18;18;553964.375000;0.000585
crane316_15;5;316;177;74;74;526233.750000;0.010406
crane316_15;5;316;178;39;39;411057.375000;0.003700
crane316_15;5;316;179;33;33;546633.437500;0.001992
crane316_15;5;316;180;3;3;553096.750000;0.000016
crane316_15;5;316;181;63;63;550819.500000;0.007206
crane316_15;5;316;182;85;85;412487.625000;0.017516
crane316_15;5;316;183;54;54;449645.781250;0.006485
crane316_15;5;316;184;86;86;560459.125000;0.013196
crane316_15;5;316;185;99;99;537752.125000;0.018226
crane316_15;5;316;186;95;95;503092.812500;0.017939
crane316_15;5;316;187;64;64;606277.625000;0.006756
crane316_15;5;316;188;8;8;635608.875000;0.000101
crane316_15;5;316;189;99;99;438827.375000;0.022335
crane316_15;5;316;190;59;59;471078.437500;0.007389
crane316_15;5;316;191;98;98;490475.562500;0.019581
crane316_15;5;316;192;1;1;472647.437500;0.000002
crane316_15;5;316;193;19;19;574684.250000;0.000628
crane316_15;5;316;194;48;48;518873.312500;0.004440
crane316_15;5;316;195;75;75;441633.625000;0.012737
crane316_15;5;316;196;98;98;420333.437500;0.022849
crane316_15;5;316;197;59;59;608840.125000;0.005717
crane316_15;5;316;198;31;31;478488.500000;0.002008
crane316_15;5;316;199;45;45;611133.125000;0.003314
crane316_15;5;316;200;56;56;505023.937500;0.006210
crane316_15;5;316;201;36;36;445791.875000;0.002907
crane316_15;5;316;202;56;56;544613.250000;0.005758
crane316_15;5;316;203;7;7;601061.750000;0.000082
crane316_15;5;316;204;62;62;480015.125000;0.008008
crane316_15;5;316;205;70;70;605497.437500;0.008093
crane316_15;5;316;206;43;43;442268.562500;0.004181
crane316_15;5;316;207;43;43;491213.718750;0.003764
crane316_15;5;316;208;44;44;491190.312500;0.003941
crane316_15;5;316;209;45;45;551436.750000;0.003672
crane316_15;5;316;210;75;75;690367.250000;0.008148
crane316_15;5;316;211;10;10;544681.187500;0.000184
crane316_15;5;316;212;71;71;600260.187500;0.008398
crane316_15;5;316;213;59;59;571834.000000;0.006087
crane316_15;5;316;214;64;64;646028.937500;0.006340
crane316_15;5;316;215;56;56;602625.812500;0.005204
crane316_15;5;316;216;57;57;488511.125000;0.006651
crane316_15;5;316;217;22;22;702885.125000;0.000689
crane316_15;5;316;218;84;84;512463.875000;0.013769
crane316_15;5;316;219;28;28;529174.437500;0.001482
crane316_15;5;316;220;21;21;590001.625000;0.000747
crane316_15;5;316;221;5;5;446402.781250;0.000056
crane316_15;5;316;222;90;90;405509.812500;0.019975
crane316_15;5;316;223;84;84;480047.343750;0.014699
crane316_15;5;316;224;23;23;739588.875000;0.000715
crane316_15;5;316;225;38;38;467263.656250;0.003090
crane316_15;5;316;226;22;22;410476.718750;0.001179
crane316_15;5;316;227;20;20;581716.125000;0.000688
crane316_15;5;316;228;60;60;526211.125000;0.006841
crane316_15;5;316;229;53;53;495378.750000;0.005670
crane316_15;5;316;230;29;29;507928.000000;0.001656
crane316_15;5;316;231;15;15;557507.375000;0.000404
crane316_15;5;316;232;52;52;593881.437500;0.004553
crane316_15;5;316;233;84;84;447543.593750;0.015766
crane316_15;5;316;234;85;85;637894.375000;0.011326
crane316_15;5;316;235;77;77;425339.437500;0.013939
crane316_15;5;316;236;18;18;587267.375000;0.000552
crane316_15;5;316;237;91;91;434955.812500;0.019039
crane316_15;5;316;238;19;19;681393.625000;0.000530
crane316_15;5;316;239;61;61;420920.718750;0.008840
crane316_15;5;316;240;99;99;511621.875000;0.019157
crane316_15;5;316;241;94;94;620414.000000;0.014242
crane316_15;5;316;242;34;34;692411.750000;0.001670
crane316_15;5;316;243;70;70;562094.625000;0.008717
crane316_15;5;316;244;52;52;557630.250000;0.004849
crane316_15;5;316;245;61;61;697523.250000;0.005335
crane316_15;5;316;246;89;89;563543.625000;0.014056
crane316_15;5;316;247;72;72;535408.875000;0.009682
crane316_15;5;316;248;82;82;605390.375000;0.011107
crane316_15;5;316;249;72;72;553380.250000;0.009368
crane316_15;5;316;250;100;100;551339.500000;0.018138
crane316_15;5;316;251;66;66;572119.375000;0.007614
crane316_15;5;316;252;40;40;543387.875000;0.002944
crane316_15;5;316;253;89;89;571532.000000;0.013859
crane316_15;5;316;254;13;13;578241.875000;0.000292
crane316_15;5;316;255;63;63;472670.625000;0.008397
crane316_15;5;316;256;90;90;506594.250000;0.015989
crane316_15;5;316;257;35;35;657750.500000;0.001862
crane316_15;5;316;258;47;47;449230.000000;0.004917
crane316_15;5;316;259;50;50;642195.562500;0.003893
crane316_15;5;316;260;87;87;424373.187500;0.017836
crane316_15;5;316;261;75;75;581551.125000;0.009672
crane316_15;5;316;262;28;28;654360.937500;0.001198
crane316_15;5;316;263;39;39;637136.625000;0.002387
crane316_15;5;316;264;22;22;662436.500000;0.000731
crane316_15;5;316;265;75;75;493869.625000;0.011390
crane316_15;5;316;266;16;16;537630.125000;0.000476
crane316_15;5;316;267;39;39;540721.750000;0.002813
crane316_15;5;316;268;29;29;488842.875000;0.001720
crane316_15;5;316;269;34;34;608524.375000;0.001900
crane316_15;5;316;270;63;63;505004.937500;0.007859
crane316_15;5;316;271;28;28;630684.812500;0.001243
crane316_15;5;316;272;91;91;605823.500000;0.013669
crane316_15;5;316;273;60;60;647588.750000;0.005559
crane316_15;5;316;274;97;97;585183.375000;0.016079
crane316_15;5;316;275;43;43;652706.250000;0.002833
crane316_15;5;316;276;20;20;497867.500000;0.000803
crane316_15;5;316;277;49;49;527486.812500;0.004552
crane316_15;5;316;278;14;14;492905.156250;0.000398
crane316_15;5;316;279;65;65;517550.625000;0.008163
crane316_15;5;316;280;84;84;455223.250000;0.015500
crane316_15;5;316;281;77;77;494380.875000;0.011993
crane316_15;5;316;282;94;94;460964.312500;0.019169
crane316_15;5;316;283;24;24;671697.875000;0.000858
crane316_15;5;316;284;66;66;526730.812500;0.008270
crane316_15;5;316;285;7;7;406078.531250;0.000121
crane316_15;5;316;286;87;87;439490.937500;0.017222
crane316_15;5;316;287;56;56;546626.187500;0.005737
crane316_15;5;316;288;5;5;413339.812500;0.000060
crane316_15;5;316;289;33;33;549160.500000;0.001983
crane316_15;5;316;290;69;69;560693.062500;0.008491
crane316_15;5;316;291;55;55;592994.437500;0.005101
crane316_15;5;316;292;71;71;561957.750000;0.008970
crane316_15;5;316;293;59;59;670885.250000;0.005189
crane316_15;5;316;294;94;94;569498.750000;0.015515
crane316_15;5;316;295;92;92;593734.312500;0.014256
crane316_15;5;316;296;34;34;666260.937500;0.001735
crane316_15;5;316;297;72;72;563350.250000;0.009202
crane316_15;5;316;298;95;95;512058.937500;0.017625
crane316_15;5;316;299;26;26;627437.187500;0.001077
crane316_15;5;316;300;70;70;752456.562500;0.006512
crane316_15;5;316;301;21;21;434403.093750;0.001015
crane316_15;5;316;302;53;53;533367.250000;0.005267
crane316_15;5;316;303;24;24;699479.875000;0.000823
crane316_15;5;316;304;80;80;655588.312500;0.009762
crane316_15;5;316;305;14;14;412556.406250;0.000475
crane316_15;5;316;306;66;66;650652.062500;0.006695
crane316_15;5;316;307;63;63;494958.906250;0.008019
crane316_15;5;316;308;62;62;587918.500000;0.006538
crane316_15;5;316;309;43;43;404466.000000;0.004571
crane316_15;5;316;310;28;28;418600.875000;0.001873
crane316_15;5;316;311;46;46;562027.000000;0.003765
crane316_15;5;316;312;84;84;628944.250000;0.011219
crane316_15;5;316;313;85;85;442710.625000;0.016320
crane316_15;5;316;314;34;34;652776.187500;0.001771
crane316_15;5;316;315;50;50;659553.000000;0.003790
crane316_15;8;316;0;0;99999999;625860.625000;0.000000
crane316_15;8;316;1;45;45;539532.875000;0.003753
crane316_15;8;316;2;67;67;420224.062500;0.010682
crane316_15;8;316;3;1;1;522267.062500;0.000002
crane316_15;8;316;4;11;11;454693.625000;0.000266
crane316_15;8;316;5;98;98;567989.312500;0.016909
crane316_15;8;316;6;97;97;529911.625000;0.017756
crane316_15;8;316;7;63;63;410333.500000;0.009673
crane316_15;8;316;8;43;43;459594.750000;0.004023
crane316_15;8;316;9;83;83;454726.937500;0.015150
crane316_15;8;316;10;70;70;432624.281250;0.011326
crane316_15;8;316;11;6;6;536170.750000;0.000067
crane316_15;8;316;12;12;12;407711.562500;0.000353
crane316_15;8;316;13;38;38;594910.000000;0.002427
crane316_15;8;316;14;16;16;539955.937500;0.000474
crane316_15;8;316;15;51;51;523246.781250;0.004971
crane316_15;8;316;16;25;25;658841.875000;0.000949
crane316_15;8;316;17;16;16;740106.875000;0.000346
crane316_15;8;316;18;67;67;587112.062500;0.007646
crane316_15;8;316;19;92;92;478868.437500;0.017675
crane316_15;8;316;20;24;24;433563.437500;0.001329
crane316_15;8;316;21;50;50;425178.375000;0.005880
crane316_15;8;316;22;5;5;457803.000000;0.000055
crane316_15;8;316;23;80;80;460325.906250;0.013903
crane316_15;8;316;24;95;95;548445.500000;0.016456
crane316_15;8;316;25;91;91;560279.875000;0.014780
crane316_15;8;316;26;47;47;530326.125000;0.004165
crane316_15;8;316;27;87;87;429551.437500;0.017621
crane316_15;8;316;28;99;99;638256.062500;0.015356
crane316_15;8;316;29;89;89;598100.000000;0.013244
crane316_15;8;316;30;30;30;691082.250000;0.001302
crane316_15;8;316;31;62;62;475818.937500;0.008079
crane316_15;8;316;32;97;97;442190.625000;0.021278
crane316_15;8;316;33;60;60;479596.468750;0.007506
crane316_15;8;316;34;62;62;532639.187500;0.007217
crane316_15;8;316;35;8;8;404681.312500;0.000158
crane316_15;8;316;36;21;21;545485.437500;0.000808
crane316_15;8;316;37;58;58;603182.750000;0.005577
crane316_15;8;316;38;70;70;560583.625000;0.008741
crane316_15;8;316;39;64;64;436668.031250;0.009380
crane316_15;8;316;40;4;4;673205.687500;0.000024
crane316_15;8;316;41;40;40;582519.562500;0.002747
crane316_15;8;316;42;69;69;560612.687500;0.008492
crane316_15;8;316;43;79;79;594279.625000;0.010502
crane316_15;8;316;44;77;77;416210.562500;0.014245
crane316_15;8;316;45;48;48;552550.312500;0.004170
crane316_15;8;316;46;30;30;555880.187500;0.001619
crane316_15;8;316;47;66;66;592370.875000;0.007354
crane316_15;8;316;48;63;63;583311.000000;0.006804
crane316_15;8;316;49;60;60;409799.812500;0.008785
crane316_15;8;316;50;21;21;629200.625000;0.000701
crane316_15;8;316;51;86;86;597641.875000;0.012375
crane316_15;8;316;52;10;10;598304.625000;0.000167
crane316_15;8;316;53;89;89;685531.500000;0.011555
crane316_15;8;316;54;30;30;640533.625000;0.001405
crane316_15;8;316;55;4;4;635780.750000;0.000025
crane316_15;8;316;56;79;79;676799.875000;0.009221
crane316_15;8;316;57;76;76;542512.375000;0.010647
crane316_15;8;316;58;91;91;570964.312500;0.014504
crane316_15;8;316;59;42;42;516833.781250;0.003413
crane316_15;8;316;60;28;28;641926.375000;0.001221
crane316_15;8;316;61;84;84;528844.750000;0.013342
crane316_15;8;316;62;67;67;507554.312500;0.008844
crane316_15;8;316;63;24;24;518837.656250;0.001110
crane316_15;8;316;64;7;7;638401.500000;0.000077
crane316_15;8;316;65;28;28;542796.125000;0.001444
crane316_15;8;316;66;31;31;432992.812500;0.002219
crane316_15;8;316;67;28;28;629375.625000;0.001246
crane316_15;8;316;68;50;50;516646.156250;0.004839
crane316_15;8;316;69;64;64;542289.625000;0.007553
crane316_15;8;316;70;55;55;614438.687500;0.004923
crane316_15;8;316;71;53;53;591383.125000;0.004750
crane316_15;8;316;72;67;67;707315.562500;0.006347
crane316_15;8;316;73;24;24;593757.750000;0.000970
crane316_15;8;316;74;95;95;434541.437500;0.020769
crane316_15;8;316;75;7;7;532456.750000;0.000092
crane316_15;8;316;76;34;34;575759.687500;0.002008
crane316_15;8;316;77;25;25;429441.125000;0.001455
crane316_15;8;316;78;36;36;407718.968750;0.003179
crane316_15;8;316;79;97;97;556256.375000;0.016915
crane316_15;8;316;80;84;84;435826.906250;0.016190
crane316_15;8;316;81;56;56;491691.625000;0.006378
crane316_15;8;316;82;47;47;549123.375000;0.004023
crane316_15;8;316;83;57;57;607274.125000;0.005350
crane316_15;8;316;84;44;44;438829.718750;0.004412
crane316_15;8;316;85;76;76;591667.875000;0.009762
crane316_15;8;316;86;61;61;548115.687500;0.006789
crane316_15;8;316;87;86;86;556666.312500;0.013286
crane316_15;8;316;88;15;15;411693.156250;0.000547
crane316_15;8;316;89;15;15;492963.062500;0.000456
crane316_15;8;316;90;27;27;515645.250000;0.001414
crane316_15;8;316;91;42;42;495778.312500;0.003558
crane316_15;8;316;92;62;62;585282.750000;0.006568
crane316_15;8;316;93;93;93;480280.187500;0.018008
crane316_15;8;316;94;30;30;439285.250000;0.002049
crane316_15;8;316;95;33;33;516657.125000;0.002108
crane316_15;8;316;96;85;85;534906.125000;0.013507
crane316_15;8;316;97;24;24;565729.875000;0.001018
crane316_15;8;316;98;60;60;613381.875000;0.005869
crane316_15;8;316;99;97;97;643542.500000;0.014621
crane316_15;8;316;100;87;87;615336.062500;0.012301
crane316_15;8;316;101;79;79;536234.812500;0.011639
crane316_15;8;316;102;13;13;443444.187500;0.000381
crane316_15;8;316;103;53;53;423540.437500;0.006632
crane316_15;8;316;104;65;65;530787.687500;0.007960
crane316_15;8;316;105;8;8;517320.187500;0.000124
crane316_15;8;316;106;23;23;657236.312500;0.000805
crane316_15;8;316;107;99;99;434397.906250;0.022562
crane316_15;8;316;108;33;33;539046.250000;0.002020
crane316_15;8;316;109;58;58;551998.500000;0.006094
crane316_15;8;316;110;96;96;661067.062500;0.013941
crane316_15;8;316;111;80;80;544284.250000;0.011759
crane316_15;8;316;112;14;14;576048.250000;0.000340
crane316_15;8;316;113;42;42;454000.750000;0.003885
crane316_15;8;316;114;36;36;442018.937500;0.002932
crane316_15;8;316;115;20;20;521891.031250;0.000766
crane316_15;8;316;116;80;80;449088.500000;0.014251
crane316_15;8;316;117;60;60;594174.000000;0.006059
crane316_15;8;316;118;6;6;551588.500000;0.000065
crane316_15;8;316;119;95;95;705520.562500;0.012792
crane316_15;8;316;120;38;38;501066.187500;0.002882
crane316_15;8;316;121;97;97;497506.250000;0.018912
crane316_15;8;316;122;100;100;511355.187500;0.019556
crane316_15;8;316;123;63;63;632743.250000;0.006273
crane316_15;8;316;124;53;53;480676.125000;0.005844
crane316_15;8;316;125;93;93;597460.875000;0.014476
crane316_15;8;316;126;95;95;587391.812500;0.015365
crane316_15;8;316;127;1;1;531376.750000;0.000002
crane316_15;8;316;128;16;16;483510.187500;0.000529
crane316_15;8;316;129;18;18;537304.500000;0.000603
crane316_15;8;316;130;97;97;621484.812500;0.015140
crane316_15;8;316;131;3;3;522929.500000;0.000017
crane316_15;8;316;132;96;96;582487.062500;0.015822
crane316_15;8;316;133;10;10;550555.937500;0.000182
crane316_15;8;316;134;19;19;654065.437500;0.000552
crane316_15;8;316;135;61;61;563139.250000;0.006608
crane316_15;8;316;136;18;18;429356.500000;0.000755
crane316_15;8;316;137;6;6;565369.812500;0.000064
crane316_15;8;316;138;60;60;550691.687500;0.006537
crane316_15;8;316;139;14;14;432861.156250;0.000453
crane316_15;8;316;140;64;64;507491.000000;0.008071
crane316_15;8;316;141;18;18;612793.375000;0.000529
crane316_15;8;316;142;93;93;576093.000000;0.015013
crane316_15;8;316;143;40;40;575579.250000;0.002780
crane316_15;8;316;144;23;23;586038.500000;0.000903
crane316_15;8;316;145;92;92;581321.937500;0.014560
crane316_15;8;316;146;60;60;421434.125000;0.008542
crane316_15;8;316;147;3;3;656600.250000;0.000014
crane316_15;8;316;148;52;52;538375.312500;0.005023
crane316_15;8;316;149;29;29;636741.687500;0.001321
crane316_15;8;316;150;60;60;492555.937500;0.007309
crane316_15;8;316;151;52;52;447164.750000;0.006047
crane316_15;8;316;152;89;89;622229.500000;0.012730
crane316_15;8;316;153;23;23;650957.875000;0.000813
crane316_15;8;316;154;15;15;458985.125000;0.000490
crane316_15;8;316;155;41;41;444929.750000;0.003778
crane316_15;8;316;156;16;16;433547.812500;0.000590
